MSHA_ID,Average_Employees,Company_Type,Labor_Hours,Mine_Basin,Mine_County,Mine_Name,Mine_State,Mine_Status,Mine_Type,Operating_Company,Operating_Company_Address,Operation_Type,Production_short_tons,Union_Code,Year
1519602,11.0,Independent Producer Operator,7185.0,Appalachia Central,Pike,No 1,Kentucky (East),"Active, men working, not producing",Surface,Fastrac Mining Llc,"P.O. Box 5025, Ashland, KY 41105",Mine only,9776.0,,2011
1519604,8.0,Independent Producer Operator,8962.0,Appalachia Central,Pike,Beaver Mine No. 1,Kentucky (East),Active,Surface,"Mill Branch Processing, Inc.","P.O. Box 100, Ashcamp, KY 41512",Mine only,12335.0,,2011
1519605,6.0,Independent Producer Operator,524.0,Appalachia Central,Pike,No. 1,Kentucky (East),Active,Underground,American Coal Energy Llc,"2007 Frozen Creek Rd, Raccoon, KY 41557",Mine only,2894.0,,2011
1519613,3.0,Independent Producer Operator,510.0,Appalachia Central,Pike,Auger Serial # Mbs11 Feds Cree,Kentucky (East),Permanently abandoned,Surface,"Jaymax Coal Resources, Llc","P.O. Box 4116, Pikeville, KY 41502",Mine only,4600.0,,2011
1519622,15.0,Independent Producer Operator,7078.0,Appalachia Central,Pike,Job 51,Kentucky (East),Active,Surface,Premier Elkhorn Coal Company,"6920 Hwy. 610 West, Myra, KY 41537",Mine only,11574.0,,2011
1505197,7.0,Independent Producer Operator,5680.0,Appalachia Central,Pulaski,Ikerd Coal Company Llc,Kentucky (East),Active,Surface,Ikerd Terminal Co Llc,"P.O. Box 966, Somerset, KY 42502",Preparation Plant,0.0,,2011
1502709,450.0,Operating Subsidiary,1006011.0,Illinois Basin,Union,Highland 9 Mine,Kentucky (West),Active,Underground,Patriot Coal Company,"530 French Rd, Waverly, KY 42462",Mine only,3886256.0,United Mine Workers of America,2011
1503178,50.0,Operating Subsidiary,126029.0,Illinois Basin,Union,River View Facilities,Kentucky (West),Active,Underground,River View Coal Llc,"835 Sr 1179, Waverly, KY 42462",Preparation Plant,0.0,,2011
1511012,49.0,Operating Subsidiary,125749.0,Illinois Basin,Union,Camp 9 Prep Plant,Kentucky (West),Active,Underground,Heritage Coal Company Llc,"P.O. Box 569, Morganfield, KY 42437",Preparation Plant,0.0,United Mine Workers of America,2011
1518335,175.0,Operating Subsidiary,432157.0,Illinois Basin,Union,Dodge Hill Mine #1,Kentucky (West),Active,Underground,Dodge Hill Mining Company Llc,"P.O. Box 165, Sturgis, KY 42459",Mine and Preparation Plant,864009.0,,2011
1519374,551.0,Operating Subsidiary,1372706.0,Illinois Basin,Union,River View Mine,Kentucky (West),Active,Underground,River View Coal Llc,"835 Sr 1179, Waverly, KY 42462",Mine only,7582894.0,,2011
1518547,295.0,Contractor,742603.0,Illinois Basin,Webster,Onton #9,Kentucky (West),Active,Underground,Advent Mining Llc,"3603 Hwy 370 East, Sebree, KY 42455",Mine and Preparation Plant,2130480.0,,2011
1508019,10.0,Independent Producer Operator,23167.0,Appalachia Central,Whitley,Emlyn Tipple,Kentucky (East),Active,Surface,Emlyn Coal Processing Llc,"3080 Centerville Rd, Little Canada, MN 55117",Preparation Plant,0.0,,2011
1509938,18.0,Independent Producer Operator,44158.0,Appalachia Central,Whitley,Gatliff Tipple,Kentucky (East),Active,Surface,Alden Resources Llc,"332 W Cumberland Pkwy #100, Corbin, KY 40701",Preparation Plant,0.0,,2011
1509938,19.0,Independent Producer Operator,44157.0,Appalachia Central,Whitley,Gatliff Tipple,Kentucky (East),Active,Underground,Alden Resources Llc,"332 W Cumberland Pkwy #100, Corbin, KY 40701",Preparation Plant,0.0,,2011
1518466,20.0,Independent Producer Operator,50257.0,Appalachia Central,Whitley,F-M #4,Kentucky (East),Active,Underground,F-M Coal Corp,"P.O. Box 1733, Corbin, KY 40702",Mine only,103481.0,,2011
1519322,2.0,Independent Producer Operator,3458.0,Appalachia Central,Whitley,Ghm #25,Kentucky (East),Active,Surface,Green Hill Mining Inc,"P.O. Box 760, London, KY 40743",Mine only,30249.0,,2011
1519348,18.0,Independent Producer Operator,52657.0,Appalachia Central,Whitley,Dowis Chapel Job,Kentucky (East),Active,Surface,Mountainside Coal,"7692 S. Highway 25 W, Williamsburg, KY 40769",Mine only,64333.0,,2011
1519369,6.0,Independent Producer Operator,15186.0,Appalachia Central,Whitley,#4,Kentucky (East),Active,Surface,Emlyn Coal Processing Llc,"4184 S. Hwy 25w, Williamsburg, KY 40769",Mine only,19647.0,,2011
1519435,28.0,Independent Producer Operator,53101.0,Appalachia Central,Whitley,Patterson Creek Mine,Kentucky (East),Temporarily closed,Surface,Alden Resources Llc,"332 W Cumberland Gap Pwky Suit, Corbin, KY 40701",Mine only,59254.0,,2011
1519440,44.0,Independent Producer Operator,122188.0,Appalachia Central,Whitley,Round Mountain,Kentucky (East),Active,Surface,Mountainside Coal,"7692 S. Hwy 25w, Williamsburg, KY 40769",Mine only,159388.0,,2011
1519523,4.0,Independent Producer Operator,1291.0,Appalachia Central,Whitley,Surface #1,Kentucky (East),Temporarily closed,Surface,"B & B Energy, Llc","P.O. Box 1016, Williamsburg, KY 40769",Mine only,5195.0,,2011
1519536,7.0,Independent Producer Operator,11168.0,Appalachia Central,Whitley,Mine No 1,Kentucky (East),Active,Surface,"Denali Energy Group, Llc","121 Prosperous Place Suite 13-, Lexington, KY 40509",Mine only,13363.0,,2011
1519571,13.0,Independent Producer Operator,25915.0,Appalachia Central,Whitley,Mine #7,Kentucky (East),Active,Surface,"Clear Development, Llc","P.O. Box 1385, Lafollette, TN 37766",Mine only,67396.0,,2011
1519594,3.0,Independent Producer Operator,1970.0,Appalachia Central,Whitley,Job #1,Kentucky (East),Active,Surface,Phipps Excavating Llc,"239 Ellen Lane, Gray, KY 40734",Mine only,14087.0,,2011
1519614,24.0,Independent Producer Operator,21047.0,Appalachia Central,Whitley,Maple Creek Mine #1,Kentucky (East),Active,Surface,"Alden Resources, Llc","332 W. Cumberland Gap Pkw., Corbin, KY 40701",Mine only,23367.0,,2011
1601031,259.0,Independent Producer Operator,547070.0,Interior,De Soto,Dolet Hills Lignite Company,Louisiana,Active,Surface,Dolet Hills Lignite Company Ll,"377 Highway 522, Mansfield, LA 71052",Mine only,3864700.0,,2011
1800132,11.0,Independent Producer Operator,22475.0,Appalachia Northern,Allegany,Win-More Mining,Maryland,Active,Surface,"Clise Coal Company, Inc.","12304 Upper Georges Creek Rd S, Frostburg, MD 21532",Mine only,22961.0,,2011
1800133,10.0,Independent Producer Operator,22584.0,Appalachia Northern,Allegany,Cabin Run,Maryland,Active,Surface,Vindex Energy Corporation,"265 Glass Drive, Mt. Lake Park, MD 21550",Mine only,47386.0,,2011
1800170,40.0,Operating Subsidiary,109558.0,Appalachia Northern,Allegany,Jackson Mountain,Maryland,Active,Surface,Vindex Energy Corporation,"265 Glass Drive, Oakland, MD 21550",Mine only,375880.0,,2011
1800391,18.0,Independent Producer Operator,43696.0,Appalachia Northern,Allegany,No 1 Strip,Maryland,Active,Surface,Beechwood Coal Llc,"19709 Winner View Terrance, Frostburg, MD 21532",Mine only,280676.0,,2011
1800529,7.0,Independent Producer Operator,14712.0,Appalachia Northern,Allegany,Cobra No 1,Maryland,Active,Surface,Cobra Mining Inc,"P.O. Box 356, Barton, MD 21521",Mine only,19567.0,,2011
1800534,7.0,Independent Producer Operator,10957.0,Appalachia Northern,Allegany,No 1 Mine,Maryland,Permanently abandoned,Surface,Clise Coal Company Inc,"12304 Upper Georges Crk Rd Sw, Frostburg, MD 21532",Mine only,9030.0,,2011
1800709,3.0,Operating Subsidiary,8340.0,Appalachia Northern,Allegany,Frostburg Blend Yard,Maryland,Active,Surface,Vindex Energy Corporation,"265 Glass Drive, Oakland, MD 21550",Preparation Plant,0.0,,2011
1800713,54.0,Independent Producer Operator,119769.0,Appalachia Northern,Allegany,Job #3,Maryland,Active,Surface,Tri-Star Mining Inc,"2278 Michael Rd. / P.O. Box 33, Barton, MD 21521",Mine and Preparation Plant,227758.0,,2011
1800744,3.0,Independent Producer Operator,5818.0,Appalachia Northern,Allegany,No 1 Strip,Maryland,"Active, men working, not producing",Surface,G & S Coal Company Inc,"21557 Maryland Highway, Bloomington, MD 21523",Mine only,9264.0,,2011
1800748,58.0,Independent Producer Operator,144687.0,Appalachia Northern,Allegany,Taylor # 1,Maryland,Active,Underground,Arj Construction Company Inc,"P.O. Box 886, Lewisburg, WV 24901",Mine only,617988.0,,2011
1800760,12.0,Independent Producer Operator,29225.0,Appalachia Northern,Allegany,No. 1 Mine,Maryland,Active,Surface,"Ritchie Trucking & Excavating,","19709 Winner's View, Frostburg, MD 21532",Mine only,121907.0,,2011
1800769,25.0,Operating Subsidiary,72947.0,Appalachia Northern,Allegany,Carlos Surface,Maryland,Active,Surface,Vindex Energy Corporation,"265 Glass Drive, Mountain Lake, MD 21550",Mine only,279331.0,,2011
1800776,7.0,Independent Producer Operator,11614.0,Appalachia Northern,Allegany,No. 1 Surface,Maryland,Active,Surface,"Walker Brothers Mining, Inc.","389 Georges Creek Blvd, Lavale, MD 21502",Mine only,48764.0,,2011
1800777,3.0,Independent Producer Operator,5089.0,Appalachia Northern,Allegany,Jackson,Maryland,Active,Surface,C & S  Coal Llc,"15400 Blacksmith Lane, Lonaconing, MD 21539",Mine only,5086.0,,2011
1800372,22.0,Independent Producer Operator,39533.0,Appalachia Northern,Garrett,No 1 Strip,Maryland,Active,Surface,G & S Coal Company Inc,"P.O. Box 185, Bloomington, MD 21523",Mine only,98625.0,,2011
1800630,5.0,Independent Producer Operator,8747.0,Appalachia Northern,Garrett,#1 Strip,Maryland,Active,Surface,"Pine Mountain Coal Company, In","15615 Raynor Hill Drive Sw, Frostburg, MD 21532",Mine only,6945.0,,2011
1800671,42.0,Contractor,96825.0,Appalachia Northern,Garrett,Mettiki General,Maryland,Active,Underground,Mettiki Coal Llc,"293 Table Rock Rd, Oakland, MD 21550",Preparation Plant,0.0,,2011
1800749,29.0,Independent Producer Operator,79666.0,Appalachia Northern,Garrett,Vindex Douglas,Maryland,Active,Surface,Vindex Energy Corporation,"265 Glass Ddrive, Mt Lake Park, MD 21550",Mine only,237822.0,,2011
1800756,5.0,Independent Producer Operator,6782.0,Appalachia Northern,Garrett,Laoc Strip #1,Maryland,Active,Surface,Laoc Corporation,"3388 George Washington Hwy, Oakland, MD 21550",Mine only,33760.0,,2011
1800761,63.0,Contractor,137067.0,Appalachia Northern,Garrett,Steyer Ii,Maryland,Active,Underground,Steyer Fuel Mining Co Inc,"P.O. Box 549, Dellslow, WV 26531",Mine only,224665.0,,2011
1800765,12.0,Independent Producer Operator,30318.0,Appalachia Northern,Garrett,No. 1 Surface,Maryland,Active,Surface,"Savage Mountain Minerals, Inc.","19606 Sugar Maple Road Sw, Barton, MD 21521",Mine only,67702.0,,2011
1800770,8.0,Independent Producer Operator,14789.0,Appalachia Northern,Garrett,Kelly Mine,Maryland,Active,Surface,"Wpo, Inc","145 Meadow Street, Somerset, PA 15501",Mine only,39926.0,,2011
1800780,25.0,Independent Producer Operator,34904.0,Appalachia Northern,Garrett,Casselman Mine,Maryland,Active,Underground,"Maryland Energy Resources, Llc","334 Budfield Street, Suite 180, Johnstown, PA 15904",Mine only,29995.0,,2011
1800788,19.0,Independent Producer Operator,33485.0,Appalachia Northern,Garrett,Heritage Strips,Maryland,Permanently abandoned,Surface,Heritage Coal & Natural Resour,"208 West Mud Pike Road, Rockwood, PA 15557",Mine only,131720.0,,2011
2200690,224.0,Operating Subsidiary,447417.0,Interior,Choctaw,Red Hills Mine,Mississippi,Active,Surface,Mississippi Lignite Mining Com,"1000 Mcintire Rd, Ackerman, MS 39735",Mine only,2746744.0,,2011
2302262,12.0,Independent Producer Operator,31345.0,Interior,Bates,Hume #1,Missouri,Active,Surface,Continental Coal Inc,"10801 Mastin, Suite 920, Overland Park, KS 66210",Mine only,252939.0,,2011
2302412,14.0,Independent Producer Operator,36449.0,Interior,Bates,Island Pit,Missouri,Active,Surface,"Continental Coal, Inc.","10801 Mastin, Ste 920, Overland Park, KS 66210",Mine only,211799.0,,2011
2400839,158.0,Operating Subsidiary,301887.0,Powder River Basin,Bighorn,Decker Mine,Montana,Active,Surface,Decker Coal Company,"P.O. Box 12, Decker, MT 59025",Mine and Preparation Plant,3095747.0,United Mine Workers of America,2011
2400910,151.0,Operating Subsidiary,306501.0,Powder River Basin,Bighorn,Absaloka Mine,Montana,Active,Surface,Westmoreland Resources Inc.,"P.O. Box 449, Hardin, MT 59034",Mine only,5556872.0,International Union of Operation Engineers,2011
2401457,246.0,Operating Subsidiary,512938.0,Powder River Basin,Bighorn,Spring Creek Coal Company,Montana,Active,Surface,Spring Creek Coal Llc,"P.O. Box 67, Decker, MT 59025",Mine and Preparation Plant,19100000.0,,2011
2401950,296.0,Independent Producer Operator,710628.0,Western,Musselshell,Bull Mountains Mine No 1,Montana,Active,Underground,Signal Peak Energy Llc,"100 Portal Dr, Roundup, MT 59072",Mine and Preparation Plant,5135570.0,,2011
2400106,13.0,Operating Subsidiary,28810.0,Western,Richland,Savage Mine,Montana,Active,Surface,Westmoreland Savage Corporatio,"P.O. Box 30, Savage, MT 59262",Mine only,354669.0,International Union of Operation Engineers,2011
2401747,387.0,Operating Subsidiary,705892.0,Powder River Basin,Rosebud,Rosebud Mine&crusher/Conveyor,Montana,Active,Surface,Western Energy Company,"P.O. Box 99, Colstrip, MT 59323",Mine and Preparation Plant,8784828.0,International Union of Operation Engineers,2011
2901879,152.0,Independent Producer Operator,315184.0,Western,Mckinley,Lee Ranch Coal Mine,New Mexico,Active,Surface,Peabody New Mexico Services Di,"P.O. Box 757, Grants, NM 87020",Mine and Preparation Plant,2031875.0,,2011
2901879,4.0,Independent Producer Operator,8364.0,Western,Mckinley,Lee Ranch Coal Mine,New Mexico,Active,Underground,Peabody New Mexico Services Di,"P.O. Box 757, Grants, NM 87020",Mine and Preparation Plant,0.0,,2011
2902257,240.0,Independent Producer Operator,519523.0,Western,Mckinley,El Segundo,New Mexico,Active,Surface,Peabody New Mexico Services Di,"P.O. Box 757, Grants, NM 87020",Mine and Preparation Plant,8040725.0,,2011
2902257,7.0,Independent Producer Operator,15424.0,Western,Mckinley,El Segundo,New Mexico,Active,Underground,Peabody New Mexico Services Di,"P.O. Box 757, Grants, NM 87020",Mine and Preparation Plant,0.0,,2011
2900097,436.0,Operating Subsidiary,884118.0,Western,San Juan,Navajo Mine,New Mexico,Active,Surface,Bhp Navajo Coal Company,"P.O. Box 1717, Fruitland, NM 87416",Mine and Preparation Plant,7866832.0,International Union of Operation Engineers,2011
2902170,453.0,Operating Subsidiary,874780.0,Western,San Juan,San Juan Mine 1,New Mexico,Active,Underground,San Juan Coal Company,"P.O. Box 561, Waterflow, NM 87421",Mine and Preparation Plant,3983025.0,International Union of Operation Engineers,2011
3200491,429.0,Operating Subsidiary,866386.0,Western,Mclean,Falkirk Mine,North Dakota,Active,Surface,Falkirk Mining Company,"P.O. Box 1087, Underwood, ND 58576",Mine only,7477211.0,,2011
3200043,150.0,Operating Subsidiary,274171.0,Western,Mercer,Beulah Mine,North Dakota,Active,Surface,Dakota Westmoreland Corp,"P.O. Box 39, Beulah, ND 58523",Mine and Preparation Plant,2923687.0,United Mine Workers of America,2011
3200595,445.0,Operating Subsidiary,922726.0,Western,Mercer,Freedom Mine,North Dakota,Active,Surface,The Coteau Properties Company,"204 County Road 15, Beulah, ND 58523",Mine only,13600000.0,,2011
3200218,140.0,Operating Subsidiary,262694.0,Western,Oliver,Center Mine,North Dakota,Active,Surface,Bni Coal Ltd,"Hc2, Box 230, Center, ND 58530",Mine only,4191399.0,International Brotherhood of Electrical Workers,2011
3200727,5.0,Independent Producer Operator,6966.0,Western,Oliver,Center Coal Company,North Dakota,Active,Surface,Center Coal Co-Div/General Ind,"P.O. Box 820, Dickinson, ND 58602",Preparation Plant,0.0,,2011
3300965,110.0,Independent Producer Operator,309858.0,Appalachia Northern,Belmont,Rice #1 (Strip),Ohio,Active,Surface,Oxford Mining Co Llc,"544 Chestnut St., Coshocton, OH 43812",Mine only,958414.0,,2011
3301159,593.0,Operating Subsidiary,1394940.0,Appalachia Northern,Belmont,Powhatan No. 6 Mine,Ohio,Active,Underground,The Ohio Valley Coal Company,"56854 Pleasant Ridge Rd, Alledonia, OH 43902",Mine and Preparation Plant,6415744.0,UNIT,2011
3302937,13.0,Independent Producer Operator,38577.0,Appalachia Northern,Belmont,Oxford Loading Dock,Ohio,"Active, men working, not producing",Surface,Oxford Mining Co Llc,"544 Chestnut St., Coshocton, OH 43812",Preparation Plant,0.0,,2011
3304606,18.0,Independent Producer Operator,13492.0,Appalachia Northern,Belmont,North Barnesville,Ohio,Permanently abandoned,Surface,"Jeffco Resources, Inc.","P.O. Box 1298, Steubenville, OH 43952",Mine only,49968.0,,2011
3303393,2.0,Independent Producer Operator,904.0,Appalachia Northern,Carroll,Carroll Pits,Ohio,Active,Surface,Rosebud Mining Company,"P.O. Box 185, Kensington, OH 44427",Mine only,10241.0,,2011
3304605,42.0,Independent Producer Operator,99196.0,Appalachia Northern,Carroll,Carroll Hollow #6,Ohio,Active,Underground,Sterling Mining Corporation,"P.O. Box 217, North Lima, OH 44452",Mine only,189336.0,,2011
3301357,5.0,Independent Producer Operator,8470.0,Appalachia Northern,Columbiana,Columbiana Pits,Ohio,Active,Surface,Rosebud Mining Company,"P.O. Box 185, Kensington, OH 44427",Mine only,46053.0,,2011
3303930,16.0,Independent Producer Operator,44210.0,Appalachia Northern,Columbiana,Lisbon Mine,Ohio,Active,Surface,"Oxford Mining Co,llc","544 Chestnut St., Coshocton, OH 43812",Mine only,84040.0,,2011
3304188,9.0,Independent Producer Operator,21107.0,Appalachia Northern,Columbiana,Kensington Prep. Plant,Ohio,Active,Surface,Rosebud Mining Company,"P.O. Box 185, Kensington, OH 44427",Preparation Plant,0.0,,2011
3304188,10.0,Independent Producer Operator,24777.0,Appalachia Northern,Columbiana,Kensington Prep. Plant,Ohio,Active,Underground,Rosebud Mining Company,"P.O. Box 185, Kensington, OH 44427",Preparation Plant,0.0,,2011
3304287,7.0,Independent Producer Operator,14937.0,Appalachia Northern,Columbiana,Negley Wash Plant,Ohio,Active,Surface,State Line Resources Inc,"P.O. Box 419, Negley, OH 44441",Preparation Plant,0.0,,2011
3303288,17.0,Independent Producer Operator,38045.0,Appalachia Northern,Coshocton,Rice #7 (Strip),Ohio,Active,Surface,Oxford Mining Co Llc,"544 Chestnut St., Coshocton, OH 43812",Preparation Plant,0.0,,2011
3303907,1.0,Operating Subsidiary,1242.0,Appalachia Northern,Coshocton,Conesville Coal Preparation Co,Ohio,Active,Surface,Conesville Coal Preparation Co,"14561 Township Road  #263, Conesville, OH 43811",Preparation Plant,0.0,United Mine Workers of America,2011
3303907,20.0,Operating Subsidiary,40160.0,Appalachia Northern,Coshocton,Conesville Coal Preparation Co,Ohio,Active,Underground,Conesville Coal Preparation Co,"14561 Township Road  #263, Conesville, OH 43811",Preparation Plant,0.0,United Mine Workers of America,2011
3304180,38.0,Independent Producer Operator,107035.0,Appalachia Northern,Coshocton,Coshocton Strip,Ohio,Active,Surface,Oxford Mining Co. Llc,"544 Chestnut St., Coshocton, OH 43812",Mine and Preparation Plant,164672.0,,2011
3302044,3.0,Independent Producer Operator,7807.0,Appalachia Northern,Gallia,Sands Hill Dock,Ohio,"Active, men working, not producing",Surface,Sands Hill Mining Llc,"P.O. Box 650, Hamden, OH 45634",Preparation Plant,0.0,,2011
3304624,26.0,Independent Producer Operator,75488.0,Appalachia Northern,Guernsey,Oxford Guernsey Mine,Ohio,Active,Surface,Oxford Mining Co. Llc.,"544 Chestnut St., Coshocton, OH 43812",Mine only,213347.0,,2011
3300968,155.0,Operating Subsidiary,359107.0,Appalachia Northern,Harrison,Hopedale Mine,Ohio,Active,Underground,Hopedale Mining Llc,"P.O. Box 415, Hopedale, OH 43976",Mine only,1344737.0,,2011
3303758,20.0,Independent Producer Operator,21478.0,Appalachia Northern,Harrison,Auger #1,Ohio,Active,Surface,"Valley Mining, Inc.","4412 Pleasant Valey Rd Se, Dennison, OH 44621",Mine only,62757.0,,2011
3304059,31.0,Independent Producer Operator,72386.0,Appalachia Northern,Harrison,Rose Valley #587,Ohio,Active,Surface,"Steuben Coal - Anthony Mining,","P.O. Box 1298, Steubenville, OH 43952",Mine and Preparation Plant,117570.0,,2011
3304187,14.0,Operating Subsidiary,33587.0,Appalachia Northern,Harrison,Nelms Prep,Ohio,Active,Underground,Hopedale Mining Llc,"P.O. Box 415, Hopedale, OH 43976",Preparation Plant,0.0,,2011
3304321,16.0,Independent Producer Operator,24867.0,Appalachia Northern,Harrison,Apex Quarry,Ohio,Permanently abandoned,Surface,Sidwell Materials Inc.,"P.O. Box 24, Burgettstown, PA 15021",Mine only,26344.0,,2011
3304350,2.0,Independent Producer Operator,634.0,Appalachia Northern,Harrison,Schaney Mining (Strip),Ohio,Active,Surface,Melvin L. Schaney,"47134 Giacobbi Rd, Jewett, OH 43986",Mine only,1288.0,,2011
3304414,115.0,Independent Producer Operator,319222.0,Appalachia Northern,Harrison,Snyder Mine,Ohio,Active,Surface,Oxford Mining Co. Llc,"544 Chestnut St., Coshocton, OH 43812",Mine only,1523394.0,,2011
3304577,55.0,Operating Subsidiary,160120.0,Appalachia Northern,Harrison,Sexton 2 Pit,Ohio,Active,Surface,Harrison Resources Llc,"544 Chestnut St., Coshocton, OH 43812",Mine only,791060.0,,2011
3304585,6.0,Independent Producer Operator,10426.0,Appalachia Northern,Harrison,Oxford Jockey Hollow,Ohio,Temporarily closed,Surface,Oxford Mining Co.Llc,"544 Chestnut St., Coshocton, OH 43812",Mine only,71876.0,,2011
3300789,72.0,Independent Producer Operator,185933.0,Appalachia Northern,Jackson,Bowman Strip,Ohio,Active,Surface,"Waterloo Coal Co., Inc.","P.O. Box 626, Jackson, OH 45640",Mine and Preparation Plant,390697.0,,2011
3302127,9.0,Independent Producer Operator,23086.0,Appalachia Northern,Jefferson,Jefferson Pits,Ohio,Active,Surface,Rosebud Mining Company,"P.O. Box 185, Kensington, OH 44427",Mine only,92413.0,,2011
3302930,3.0,Independent Producer Operator,8778.0,Appalachia Northern,Jefferson,F & M Strip,Ohio,Active,Surface,F & M Coal Company,"3925 County Rd. 56, Toronto, OH 43964",Mine only,9199.0,,2011
3304229,13.0,Independent Producer Operator,32750.0,Appalachia Northern,Jefferson,South Mine/Washplant,Ohio,Active,Underground,Sterling Mining Corporation,"P.O. Box 217, North Lima, OH 44452",Preparation Plant,0.0,,2011
3304538,9.0,Independent Producer Operator,8782.0,Appalachia Northern,Jefferson,Dairy Jean Mine,Ohio,Active,Surface,Oxford Mining Co. Llc,"P.O. Box 427, Coshocton, OH 43812",Mine only,3164.0,,2011
3304550,56.0,Independent Producer Operator,160209.0,Appalachia Northern,Jefferson,Salt Run Mine #1,Ohio,Active,Surface,Ohio American Energy Incorpora,"34 Kelley Way, Brilliant, OH 43913",Mine only,832380.0,,2011
3304565,41.0,Independent Producer Operator,100501.0,Appalachia Northern,Jefferson,Bergholz 7,Ohio,Active,Underground,Rosebud Mining Company,"9076 County Road 53, Bergholz, OH 43908",Mine only,161591.0,,2011
3304569,11.0,Independent Producer Operator,32113.0,Appalachia Northern,Jefferson,Starridge Preparation Plant,Ohio,Active,Surface,Ohio American Energy Incorpora,"34 Kelly Way, Brilliant, OH 43913",Preparation Plant,0.0,,2011
3304591,36.0,Independent Producer Operator,85620.0,Appalachia Northern,Jefferson,Shean Hill Mine,Ohio,Active,Underground,Sterling Mining Corporation,"P.O. Box 217, North Lima, OH 44452",Mine only,261374.0,,2011
3304656,7.0,Independent Producer Operator,1865.0,Appalachia Northern,Jefferson,Mobile Auger # 1 (Vmi Unit # 5,Ohio,Active,Surface,"Valley Mining, Inc.","4412 Pleasant Valley Rd.  Se, Dennison, OH 44621",Mine only,15098.0,,2011
3303737,6.0,Independent Producer Operator,10781.0,Appalachia Northern,Mahoning,D. And D. Strip,Ohio,Active,Surface,"D. And D. Mining Co., Inc.","3379 East Garfield Road, New Springfie, OH 44443",Mine only,4548.0,,2011
3304595,70.0,Independent Producer Operator,172667.0,Appalachia Northern,Meigs,Yellowbush Mine,Ohio,"Active, men working, not producing",Underground,"Yellow Bush Mining, Llc","P.O. Box 238, New Haven, WV 25265",Mine only,443552.0,,2011
3304612,6.0,Independent Producer Operator,14818.0,Appalachia Northern,Meigs,Buckeye Plant,Ohio,"Active, men working, not producing",Underground,Yellow Bush Mining Llc,"1714 Graham Station Road, New Haven, WV 25265",Preparation Plant,0.0,,2011
3301070,540.0,Operating Subsidiary,1260355.0,Appalachia Northern,Monroe,Century Mine,Ohio,Active,Underground,American Energy Corporation,"43521 Mayhugh Hill Road, Beallsville, OH 43716",Mine and Preparation Plant,7080629.0,,2011
3304213,19.0,Independent Producer Operator,49716.0,Appalachia Northern,Muskingum,Oxford Mining #2,Ohio,"Active, men working, not producing",Surface,Oxford Mining Co Llc,"544 Chestnut St., Coshocton, OH 43812",Mine and Preparation Plant,36300.0,,2011
3301925,51.0,Independent Producer Operator,131663.0,Appalachia Northern,Noble,Orange Strip,Ohio,Active,Surface,B & N Coal Inc,"P.O. Box 100, Dexter City, OH 45727",Mine only,504270.0,,2011
3303770,22.0,Independent Producer Operator,64061.0,Appalachia Northern,Noble,Rice #2 (Strip),Ohio,Active,Surface,Oxford Mining Co Llc,"544 Chestnut Street, Coshocton, OH 43812",Mine only,235450.0,,2011
3304336,54.0,Independent Producer Operator,154308.0,Appalachia Northern,Perry,Oxford Mining #3,Ohio,Active,Surface,Oxford Mining Co Llc,"544 Chestnut St., Coshocton, OH 43812",Mine only,776678.0,,2011
3304520,136.0,Independent Producer Operator,302591.0,Appalachia Northern,Perry,Buckingham Mine No 7,Ohio,Active,Underground,Buckingham Coal Company,"P.O. Box 400, Corning, OH 43730",Mine and Preparation Plant,692518.0,,2011
3304526,145.0,Independent Producer Operator,328289.0,Appalachia Northern,Perry,Buckingham  Mine #6,Ohio,Active,Underground,Buckingham Coal Company,"P.O. Box 400, Corning, OH 43730",Mine only,1809121.0,,2011
3304045,12.0,Independent Producer Operator,31939.0,Appalachia Northern,Stark,Stark Pits,Ohio,Active,Surface,Rosebud Mining Company,"P.O. Box 185, Kensington, OH 44427",Mine only,172585.0,,2011
3304181,15.0,Independent Producer Operator,20282.0,Appalachia Northern,Stark,Stark Strip,Ohio,Active,Surface,Oxford Mining Co Llc,"544 Chestnut St., Coshocton, OH 43812",Mine only,53259.0,,2011
3303793,10.0,Independent Producer Operator,27271.0,Appalachia Northern,Tuscarawas,Stonecreek Mine,Ohio,Active,Surface,Kimble Clay & Limestone,"3596 St. Rt. 39 Nw, Dover, OH 44622",Preparation Plant,0.0,,2011
3304109,16.0,Operating Subsidiary,45615.0,Appalachia Northern,Tuscarawas,Kimble #1,Ohio,Active,Surface,Kimble Clay & Limestone,"3596 State Route 39 Nw, Dover, OH 44622",Mine only,194587.0,,2011
3304179,85.0,Independent Producer Operator,239320.0,Appalachia Northern,Tuscarawas,Tuscarawas Strip,Ohio,Active,Surface,Oxford Mining Co.Llc,"544 Chestnut Street, Coshocton, OH 43812",Mine and Preparation Plant,794792.0,,2011
3304509,72.0,Independent Producer Operator,172808.0,Appalachia Northern,Tuscarawas,Tusky,Ohio,Active,Underground,Rosebud Mining Company,"5600 Pleasant Valley Road Se, Uhrichsville, OH 44683",Mine only,572908.0,,2011
3304609,16.0,Independent Producer Operator,38618.0,Appalachia Northern,Tuscarawas,Tusky Prep,Ohio,Active,Underground,Rosebud Mining Company,"5600 Pleasant Valley Road Se, Uhrichsville, OH 44683",Preparation Plant,0.0,,2011
